"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MSTRG.12977",23.0610209881174,-0.742348717834078,0.480799061291092,-1.5439895324268,0.122590868476346,0.259203301906763
"MSTRG.12978",128.461546386247,1.24470455613036,0.244057091929953,5.10005485309807,3.39555062023496e-07,3.49627355961757e-06
"MSTRG.12982",0,NA,NA,NA,NA,NA
"MSTRG.12981|CGL155",0,NA,NA,NA,NA,NA
"MSTRG.12979|RPB1",731.426887501611,-0.437012561294815,0.170856841279579,-2.55777034166116,0.0105345638942296,0.0359001679868151
"MSTRG.12980|MDA1",225.552626828361,0.254192924724116,0.197782040277083,1.28521742605144,0.198716315798747,0.37158221460462
"MSTRG.12953|RPS26",10680.5198040874,-0.141834600615406,0.289644821854306,-0.489684571978126,0.624357120753476,0.789597446960366
"MSTRG.12954",5.69953083261859,-1.78357699917669,1.08120468241998,-1.64962012112696,0.0990206569892144,0.220542225387298
"MSTRG.12955",0.333333333333333,-1.85663718567481,4.03792533626302,-0.459799781090819,0.645659940363156,0.804065622112914
"MSTRG.12956",4.89738516654652,-1.95470917148539,0.988408653803323,-1.97763259555024,0.0479701693200723,0.125206000960517
"MSTRG.12957",160.354993131769,-1.51737365641554,0.268385668984818,-5.65370596036323,1.57024747932046e-08,2.03122818765148e-07
"MSTRG.12958",6219.97168981865,-0.461699667883776,0.363195249047567,-1.27121615465655,0.203651761002712,0.377921757490501
"MSTRG.12985",99.4018570158084,0.0440060643670326,0.25860076610995,0.170169891717654,0.864876529272352,0.933977937092802
"MSTRG.12984",324.199513447751,0.0291979675716466,0.200755118130834,0.14544071326051,0.884362921848191,0.945504052977615
"MSTRG.12983",712.487675446922,-1.64616870136674,0.255792219429738,-6.43556987400437,1.23010923804746e-10,2.1924076980357e-09
"MSTRG.12993",29.8398770183403,-0.355918584179917,0.393010240849743,-0.905621653548702,0.365136143645366,0.56600374528803
"MSTRG.12961",260.018609466097,-0.302960411137271,0.256170973237793,-1.18264925689315,0.236948182410657,0.421364899772329
"MSTRG.12965",199.80573424347,1.05401507181536,0.197149126962866,5.34628323266116,8.97786845126558e-08,1.01442894554527e-06
"MSTRG.12966",604.453746721209,-1.74132269027353,0.398441880945807,-4.37033046360499,1.24058643367917e-05,9.45939718111821e-05
"MSTRG.12967",1084.53569148895,-0.901239252488273,0.405207288272588,-2.22414373722222,0.0261387750240643,0.0766705249691095
"Cre16.g681350_4532.v6.1",0.474407477305744,-2.37274068651278,3.99893827587838,-0.593342663182667,0.552951852408917,0.73471409515507
"MSTRG.12960|SECY1",372.035190571935,-1.00860011794001,0.224634985006508,-4.48995118863962,7.12394965352576e-06,5.69128399958556e-05
"MSTRG.12962|FAP381",28.6848751834145,0.360390566497814,0.559864257082322,0.643710617241319,0.519763103796516,0.70922614575204
"MSTRG.12963|NUOS4B",76.7755959413257,0.699752501816391,0.34566802761489,2.02434835134937,0.0429343219553514,0.114790433943695
"MSTRG.12963",19.4761201674185,0.829242049709313,0.666264075768553,1.24461468037694,0.213273421476815,0.39130073336854
"MSTRG.12964",11.7871410857836,0.0755467201484697,0.680026536329775,0.11109378254003,0.911541979037897,0.962775337679012
"MSTRG.12968",9.63093258568804,0.394228171456614,0.6098142381542,0.646472559659928,0.517973362486102,0.707816788448002
"MSTRG.12969",9.64800461153508,2.43967374050528,0.855946961639816,2.85026274972853,0.00436831262662863,0.0171687105409498
"MSTRG.12970",37.6659579926734,1.88613700433767,0.413574340264866,4.56057550168545,5.10136156311258e-06,4.18480114191763e-05
"MSTRG.12971",61.8624964252886,2.31140842521067,0.334523550606606,6.90955366526301,4.86180927243392e-12,1.05447535897891e-10
"MSTRG.12972",324.570210863771,0.370323371645135,0.38664977537553,0.957774697490675,0.33817638071771,0.537364128001014
"MSTRG.12990",66.1857313880807,1.0044763198597,0.276326517591746,3.63510649869566,0.000277865824323533,0.00157711919853464
"MSTRG.12986",265.09233570117,-0.860653098006728,0.265251924366071,-3.24466297488176,0.00117589706624468,0.00559880549840008
"MSTRG.12987",50.4642668000051,0.61700097502536,0.319658944206262,1.93018523713585,0.0535838900770765,0.136694068796762
"MSTRG.12988",64.0679231121195,-0.125034975435354,0.291342001972049,-0.429169067930514,0.667800191707428,0.818683486101534
"MSTRG.12989",125.413720080233,0.170975090055462,0.221365910594343,0.772364135003501,0.439898789566512,0.639786932259483
